"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Weekly U.S. Influenza Surveillance Report | Seasonal Influenza (Flu) | CDC https://t.co/cLdvo5w3Sz via @CDCgov",FALSE,0,NA,2018-03-09 22:37:31,FALSE,NA,"972239988699140099",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","raparsi",0,FALSE,FALSE,NA,NA
"2","RT @sanofipasteur: “2 influenza virus strains changed, compared to last year. It requires new development, formulation and testing to ensur…",FALSE,0,NA,2018-03-09 22:00:24,FALSE,NA,"972230650400071680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bs_holli",6,TRUE,FALSE,NA,NA
"3","RT @FluTrackers: Italy, influenza season 2017-18: 681 serious cases and 139 deaths https://t.co/Ne7lsi4hTN h/t tetano",FALSE,0,NA,2018-03-09 21:05:39,FALSE,NA,"972216870022668288",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","H7N9Influenza",1,TRUE,FALSE,NA,NA
"4","Influenza Prevention: Information for Travelers | Seasonal Influenza (Flu) | CDC https://t.co/3QVLDj8pKg via @CDCgov",FALSE,0,NA,2018-03-09 20:49:38,FALSE,NA,"972212838512111617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoannaTierno",0,FALSE,FALSE,NA,NA
"5","Weekly U.S. Influenza Surveillance Report | Seasonal Influenza (Flu) | CDC https://t.co/uSThZxImet via @CDCgov",FALSE,0,NA,2018-03-09 20:22:25,FALSE,NA,"972205990757023744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gate_15_Analyst",0,FALSE,FALSE,NA,NA
"6","Flu-Free Tip: Wash your hands frequently. The flu virus can stay viable for up to 24 hours on non-porous surfaces.… https://t.co/x8NM7y0b2w",FALSE,0,NA,2018-03-09 19:55:07,TRUE,NA,"972199121116385280",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Medxcel",0,FALSE,FALSE,NA,NA
"7","#PODCAST: Dr Angela Campbell, from the @CDCgov Influenza Division, discusses preventing flu via #vaccination, treat… https://t.co/gV3irKCII4",FALSE,0,NA,2018-03-09 19:00:34,TRUE,NA,"972185392890998784",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Consultant360",0,FALSE,FALSE,NA,NA
"8","RT @dailytimespak: “We cannot say for sure which virus will be circulating,” Wenqing Zhang, head of the WHO’s global influenza programme, t…",FALSE,0,NA,2018-03-09 18:54:47,FALSE,NA,"972183936603508736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AamnaTaseer",1,TRUE,FALSE,NA,NA
"9","David Brenner found in a recent study that far-UVC light can kill the influenza virus without hurting people’s skin… https://t.co/99VTLb57wY",FALSE,1,NA,2018-03-09 18:46:16,TRUE,NA,"972181791594434561",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MichiganRadio",1,FALSE,FALSE,NA,NA
"10","“We cannot say for sure which virus will be circulating,” Wenqing Zhang, head of the WHO’s global influenza program… https://t.co/STxR8ja0wP",FALSE,2,NA,2018-03-09 18:40:00,TRUE,NA,"972180215970566144",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dailytimespak",1,FALSE,FALSE,NA,NA
"11","[Weekly U.S. Influenza Surveillance Report | Seasonal Influenza (Flu) | CDC] is good,have a look at it!… https://t.co/Z4wB9uoHoT",FALSE,0,NA,2018-03-09 18:24:29,TRUE,NA,"972176310234595328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kevinpjones",0,FALSE,FALSE,NA,NA
"12","For people with #Heart failure, getting a seasonal influenza (flu) vaccine in a given year was associated with a 50… https://t.co/jQVQ5o4Oq3",FALSE,0,NA,2018-03-09 18:01:02,TRUE,NA,"972170408647712768",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFHSBPAGE",0,FALSE,FALSE,NA,NA
"13","������ This year’s deadly flu made the quest for a universal flu shot more urgent https://t.co/O3n8mBUZqh... https://t.co/ffun49HI2o",FALSE,0,NA,2018-03-09 17:48:37,FALSE,NA,"972167286751719425",NA,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","jimsabogal",0,FALSE,FALSE,NA,NA
"14","USA: CDC reports 9,402 direct cause #Influenza deaths weeks 40-7. Significantly higher than toll for corresponding… https://t.co/eugAjrl82D",FALSE,0,NA,2018-03-09 17:04:51,TRUE,NA,"972156271402024963",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonanKelly13",0,FALSE,FALSE,NA,NA
"15","RT ACCmediacenter: New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the ri… https://t.co/hN1WUXnJHL",FALSE,1,NA,2018-03-09 15:48:17,TRUE,NA,"972137001238573056",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","alkarimhealth",0,FALSE,FALSE,NA,NA
"16","RT @ACCmediacenter: New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the risk of death among #hear…",FALSE,0,NA,2018-03-09 15:46:31,FALSE,NA,"972136559444193281",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EverydayHealth",10,TRUE,FALSE,NA,NA
"17","RT @ClarkCountyNV: The @animalfndlv is taking steps to prevent spread of Canine Influenza Virus (CIV) so called dog flu. That includes vacc…",FALSE,0,NA,2018-03-09 14:37:28,FALSE,NA,"972119179464646657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaGulino1",8,TRUE,FALSE,NA,NA
"18","RT @AFHSBPAGE: Interim 2017/18 influenza seasonal #Vaccine effectiveness: combined results from five European studies 
https://t.co/m57oUbt…",FALSE,0,NA,2018-03-09 14:19:21,FALSE,NA,"972114619895394304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","libertad717",2,TRUE,FALSE,NA,NA
"19","RT @NewFdaApprovals: 103 - Envarsus for immunosuppression; Roche’s new cobas m 511 analyzer 510(k); Statement on seasonal influenza; Statem…",FALSE,0,NA,2018-03-09 14:19:09,FALSE,NA,"972114572969697285",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CancerWallonia",1,TRUE,FALSE,NA,NA
"20","103 - Envarsus for immunosuppression; Roche’s new cobas m 511 analyzer 510(k); Statement on seasonal influenza; Sta… https://t.co/yLuksfR6EC",FALSE,0,NA,2018-03-09 13:00:13,TRUE,NA,"972094706376151040",NA,"<a href=""http://libsyn.com/3/"" rel=""nofollow"">Libsyn On-Publish</a>","NewFdaApprovals",1,FALSE,FALSE,NA,NA
"21","But with each exposure to influenza, our immune systems likely conjures up the memory of the virus from years... https://t.co/gFVfoVHEo7",FALSE,0,NA,2018-03-09 12:01:41,FALSE,NA,"972079976714563585",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Kiehtan",0,FALSE,FALSE,NA,NA
"22","Neighborhood Influences on Seasonal Influenza Vaccination.. Read more #Influenza vaccination coverage in the US is… https://t.co/ISU2KwJkBh",FALSE,0,NA,2018-03-09 11:57:33,TRUE,NA,"972078937156214785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Infectiousdise6",0,FALSE,FALSE,NA,NA
"23","RT @bioinicia: The use of nanoparticles has been successfully applied as a tool for universal influenza vaccine, overcoming current limitat…",FALSE,0,NA,2018-03-09 11:29:42,FALSE,NA,"972071927975235584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hmontejanol",1,TRUE,FALSE,NA,NA
"24","RT @medwma: The @EUCouncil recommends a seasonal #influenza vaccination coverage of 75% for all at risk groups, yet member states fall shor…",FALSE,0,NA,2018-03-09 11:11:44,FALSE,NA,"972067407928885248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","joebutlerps",2,TRUE,FALSE,NA,NA
"25","RT @JoannaCDobson: How could the 1918 flu virus become more deadly than the plague? History and microbiology combine in fascinating essay f…",FALSE,0,NA,2018-03-09 10:57:49,FALSE,NA,"972063904665931776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brightowl_pro",14,TRUE,FALSE,NA,NA
"26","RT @JoannaCDobson: How could the 1918 flu virus become more deadly than the plague? History and microbiology combine in fascinating essay f…",FALSE,0,NA,2018-03-09 10:30:08,FALSE,NA,"972056936572211200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GrrlScientist",14,TRUE,FALSE,NA,NA
"27","The current #flu outbreak is in full swing. The #virus is often transmitted from hand to hand. How can you help pro… https://t.co/owbGYJxOcm",FALSE,0,NA,2018-03-09 10:29:31,TRUE,NA,"972056780770631681",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CWSbocoGroup",0,FALSE,FALSE,NA,NA
"28","Researchers have developed a universal vaccine to combat influenza A viruses that produces long-lasting immunity in… https://t.co/ePTIr9yEf0",FALSE,0,NA,2018-03-09 08:33:23,TRUE,NA,"972027557682950145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vaccines12",0,FALSE,FALSE,NA,NA
"29","RT @htlifeandstyle: Flu virus: Why this common germ will remain a threat to your health. #influenza 
https://t.co/1HCASIYDjQ https://t.co/N…",FALSE,0,NA,2018-03-09 07:53:23,FALSE,NA,"972017489570754560",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","varun18vijay",6,TRUE,FALSE,NA,NA
"30","RT @EpidAlert: This year’s deadly flu season has made the quest for a universal flu Vaccine more urgent- @verge gives an update

Read more:…",FALSE,0,NA,2018-03-09 07:15:19,FALSE,NA,"972007911999377408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","magarya",1,TRUE,FALSE,NA,NA
"31","This year’s deadly flu season has made the quest for a universal flu Vaccine more urgent- @verge gives an update

R… https://t.co/0GfOKqwlN6",FALSE,0,NA,2018-03-09 07:15:05,TRUE,NA,"972007852968521728",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","EpidAlert",1,FALSE,FALSE,NA,NA
"32","RT @htlifeandstyle: Will the 2018 flu vaccine be effective against the deadly virus?
#influenza 
https://t.co/O7llkIkwzm https://t.co/yg9sJ…",FALSE,0,NA,2018-03-09 05:47:21,FALSE,NA,"971985774693396482",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","htTweets",2,TRUE,FALSE,NA,NA
"33","RT @htlifeandstyle: Will the 2018 flu vaccine be effective against the deadly virus?
#influenza 
https://t.co/O7llkIkwzm https://t.co/yg9sJ…",FALSE,0,NA,2018-03-09 05:47:18,FALSE,NA,"971985760093028354",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","htshowbiz",2,TRUE,FALSE,NA,NA
"34","Will the 2018 flu vaccine be effective against the deadly virus?
#influenza 
https://t.co/O7llkIkwzm https://t.co/yg9sJFYzJN",FALSE,2,NA,2018-03-09 05:47:13,FALSE,NA,"971985739251572736",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","htlifeandstyle",2,FALSE,FALSE,NA,NA
"35","RT @htlifeandstyle: Flu virus: Why this common germ will remain a threat to your health. #influenza 
https://t.co/1HCASIYDjQ https://t.co/N…",FALSE,0,NA,2018-03-09 05:37:49,FALSE,NA,"971983374624550913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bbksarcasm",6,TRUE,FALSE,NA,NA
"36","Seasonal influenza vaccine significantly reduces the risk of death among
#HeartFailure patients via @EverydayHealth… https://t.co/zg9DVrSHrt",FALSE,4,NA,2018-03-09 05:29:25,TRUE,NA,"971981261190283264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VIVOHealthcare1",1,FALSE,FALSE,NA,NA
"37","RT @htlifeandstyle: Flu virus: Why this common germ will remain a threat to your health. #influenza 
https://t.co/1HCASIYDjQ https://t.co/N…",FALSE,0,NA,2018-03-09 05:15:32,FALSE,NA,"971977767238565888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ashwinisahu25",6,TRUE,FALSE,NA,NA
"38","RT @htlifeandstyle: Flu virus: Why this common germ will remain a threat to your health. #influenza 
https://t.co/1HCASIYDjQ https://t.co/N…",FALSE,0,NA,2018-03-09 05:10:22,FALSE,NA,"971976465200832512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VOJ_INDIA",6,TRUE,FALSE,NA,NA
"39","RT @htlifeandstyle: Flu virus: Why this common germ will remain a threat to your health. #influenza 
https://t.co/1HCASIYDjQ https://t.co/N…",FALSE,0,NA,2018-03-09 04:59:42,FALSE,NA,"971973779285884928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","htTweets",6,TRUE,FALSE,NA,NA
"40","RT @htlifeandstyle: Flu virus: Why this common germ will remain a threat to your health. #influenza 
https://t.co/1HCASIYDjQ https://t.co/N…",FALSE,0,NA,2018-03-09 04:59:38,FALSE,NA,"971973763196571648",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","htshowbiz",6,TRUE,FALSE,NA,NA
"41","Flu virus: Why this common germ will remain a threat to your health. #influenza 
https://t.co/1HCASIYDjQ https://t.co/N3zx62fY2N",FALSE,4,NA,2018-03-09 04:59:33,FALSE,NA,"971973744313827328",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","htlifeandstyle",6,FALSE,FALSE,NA,NA
"42","Cases of flu strain affecting kids spike in B.C., health official says | CBC News https://t.co/3XPWPZjpZ0 ➜… https://t.co/qg7eJDQ6DQ",FALSE,0,NA,2018-03-09 04:28:06,TRUE,NA,"971965830421348352",NA,"<a href=""http://ruebot.net"" rel=""nofollow"">cbc_diff</a>","cbc_diff",0,FALSE,FALSE,NA,NA
"43","Mkay i just done my checkups and it's not really that bad. My continuous fever and headache was caused by fatigue a… https://t.co/z8rdSP2NEt",FALSE,3,NA,2018-03-09 03:38:35,TRUE,NA,"971953366061363200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lynnalphax",0,FALSE,FALSE,NA,NA
"44","Italy, influenza season 2017-18: 681 serious cases and 139 deaths https://t.co/Ne7lsi4hTN h/t tetano",FALSE,0,NA,2018-03-09 03:13:12,FALSE,NA,"971946980422377473",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FluTrackers",1,FALSE,FALSE,NA,NA
"45","RT @AFHSBPAGE: Interim 2017/18 influenza seasonal #Vaccine effectiveness: combined results from five European studies 
https://t.co/m57oUbt…",FALSE,0,NA,2018-03-09 00:06:25,FALSE,NA,"971899974203138048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wvaldivia",2,TRUE,FALSE,NA,NA
"46","Interim 2017/18 influenza seasonal #Vaccine effectiveness: combined results from five European studies 
https://t.co/m57oUbtnDx . #Flu",FALSE,1,NA,2018-03-09 00:00:17,FALSE,NA,"971898430401470464",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AFHSBPAGE",2,FALSE,FALSE,NA,NA
"47","RT @ESWInfluenza: The @EUCouncil recommends a seasonal #influenza vaccination coverage of 75% for all at risk groups, yet member states fal…",FALSE,0,NA,2018-03-08 23:57:36,FALSE,NA,"971897754174795776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DornbuschHj",8,TRUE,FALSE,NA,NA
"48","RT @FluTrackers: US - California: The death total for the current season reached 289 this week in San Diego county https://t.co/BrD89ttYkf…",FALSE,0,NA,2018-03-08 23:56:25,FALSE,NA,"971897459524886528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Crof",1,TRUE,FALSE,NA,NA
"49","RT @RonanKelly13: USA: Newly reported #Influenza fatalities from (tot) Nevada (48), Oklahoma (228), Texas (221) and North Carolina (276). D…",FALSE,0,NA,2018-03-08 23:32:56,FALSE,NA,"971891549528190976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Crof",3,TRUE,FALSE,NA,NA
"50","RT @EU_Health: .@ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? 

In week 8/2018, #influenza activity is widespread in most…",FALSE,0,NA,2018-03-08 23:30:17,FALSE,NA,"971890879119200257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VirionH",18,TRUE,FALSE,NA,NA
"51","RT @ECDC_Flu: #Influenza is increasing in eastern #Europe. Vaccination targeting the elderly, people with chronic diseases &amp; healthcare wor…",FALSE,0,NA,2018-03-08 23:30:09,FALSE,NA,"971890847229849606",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VirionH",34,TRUE,FALSE,NA,NA
"52","Help the @VicGovDHHS understand what Victorian's think about the flu and seasonal vaccination with this quick 5 min… https://t.co/XvaHbnJBKF",FALSE,0,NA,2018-03-08 22:53:02,TRUE,NA,"971881508624588801",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","DiabetesVic",0,FALSE,FALSE,NA,NA
"53","RT @HouseCommerce: #SubOversight gets an update on seasonal flu &amp; vaccine improvements &gt;&gt; https://t.co/8D9bd1X6QR",FALSE,0,NA,2018-03-08 22:43:11,FALSE,NA,"971879029413425153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SGottliebFDA",4,TRUE,FALSE,NA,NA
"54","The House Energy &amp; Commerce Subcommittee on Oversight and Investigations held a hearing to examine the overall prep… https://t.co/QHLM2cosFn",FALSE,0,NA,2018-03-08 22:40:47,TRUE,NA,"971878423512612864",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","TRPHealthPolicy",0,FALSE,FALSE,NA,NA
"55","@TheObGProject @CDCFlu Majority of people who come down with #flu-like symptoms are not infected with #Influenza… https://t.co/3fyU1hpkLI",FALSE,0,"TheObGProject",2018-03-08 22:19:35,TRUE,"971824154809917440","971873088399990786","4920860637","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mabelyang",0,FALSE,FALSE,NA,NA
"56","RT @RonanKelly13: USA: Newly reported #Influenza fatalities from (tot) Nevada (48), Oklahoma (228), Texas (221) and North Carolina (276). D…",FALSE,0,NA,2018-03-08 22:15:12,FALSE,NA,"971871986220716032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lluis1966",3,TRUE,FALSE,NA,NA
"57","RT @RonanKelly13: USA: Newly reported #Influenza fatalities from (tot) Nevada (48), Oklahoma (228), Texas (221) and North Carolina (276). D…",FALSE,0,NA,2018-03-08 21:49:11,FALSE,NA,"971865438597632002",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FluTrackers",3,TRUE,FALSE,NA,NA
"58","USA: Newly reported #Influenza fatalities from (tot) Nevada (48), Oklahoma (228), Texas (221) and North Carolina (2… https://t.co/KbFlhHKHFC",FALSE,0,NA,2018-03-08 21:37:12,TRUE,NA,"971862421169156098",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonanKelly13",3,FALSE,FALSE,NA,NA
"59","Expert Confirms Flu Shot Behind Deadly Epidemic That's Killed Thousands Influenza epidemic caused by vaccines itsel… https://t.co/kCbrULnyZ1",FALSE,0,NA,2018-03-08 21:15:00,TRUE,NA,"971856837623631872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JgvJaime",0,FALSE,FALSE,NA,NA
"60","#SubOversight Receives Update on Seasonal Influenza and Vaccine Improvements https://t.co/IKyYO0LRy6 via @HouseCommerce",FALSE,0,NA,2018-03-08 21:10:32,FALSE,NA,"971855711541104640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AsifIqbalKhn",0,FALSE,FALSE,NA,NA
"61","RT @FDAMedia: Remarks  from @SGottliebFDA as prepared for oral testimony  before the U.S. House E &amp; C Oversight and Investigations Subcommi…",FALSE,0,NA,2018-03-08 20:33:44,FALSE,NA,"971846450572398593",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FDA_MCMi",3,TRUE,FALSE,NA,NA
"62","Examining U.S. Public Health Preparedness for and Response Efforts to Seasonal Influenza https://t.co/K8vr82r7gK via @HouseCommerce",FALSE,0,NA,2018-03-08 20:31:06,FALSE,NA,"971845786228191232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OneHealthNews",0,FALSE,FALSE,NA,NA
"63","RT @HouseCommerce: #SubOversight gets an update on seasonal flu &amp; vaccine improvements &gt;&gt; https://t.co/8D9bd1X6QR",FALSE,0,NA,2018-03-08 20:22:12,FALSE,NA,"971843547405144069",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","AsifIqbalKhn",4,TRUE,FALSE,NA,NA
"64","RT @HouseCommerce: #SubOversight gets an update on seasonal flu &amp; vaccine improvements &gt;&gt; https://t.co/8D9bd1X6QR",FALSE,0,NA,2018-03-08 20:15:23,FALSE,NA,"971841831507038211",NA,"<a href=""https://twitter.com/CongressRTBot"" rel=""nofollow"">CongressRTBot</a>","CongressRTBot",4,TRUE,FALSE,NA,NA
"65","#SubOversight gets an update on seasonal flu &amp; vaccine improvements &gt;&gt; https://t.co/8D9bd1X6QR",FALSE,3,NA,2018-03-08 20:15:22,FALSE,NA,"971841829393063936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HouseCommerce",4,FALSE,FALSE,NA,NA
"66","At least 40 different universal #flu vaccine candidates are being developed right now. Dr. Florian Krammer shares m… https://t.co/MaOlCPxyBi",FALSE,2,NA,2018-03-08 20:15:01,TRUE,NA,"971841739358162944",NA,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","MountSinaiNYC",0,FALSE,FALSE,NA,NA
"67","RT @ClarkCountyNV: The @animalfndlv is taking steps to prevent spread of Canine Influenza Virus (CIV) so called dog flu. That includes vacc…",FALSE,0,NA,2018-03-08 19:56:58,FALSE,NA,"971837196092129280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tanya_Flanagan",8,TRUE,FALSE,NA,NA
"68","RT @ClarkCountyNV: The @animalfndlv is taking steps to prevent spread of Canine Influenza Virus (CIV) so called dog flu. That includes vacc…",FALSE,0,NA,2018-03-08 18:41:37,FALSE,NA,"971818234037981184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kim_bland",8,TRUE,FALSE,NA,NA
"69","RT @ClarkCountyNV: The @animalfndlv is taking steps to prevent spread of Canine Influenza Virus (CIV) so called dog flu. That includes vacc…",FALSE,0,NA,2018-03-08 18:37:55,FALSE,NA,"971817305071128576",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","animalfndlv",8,TRUE,FALSE,NA,NA
"70","Remarks from @SGottliebFDA  as testimony before U.S. House Committee on Energy and Commerce Subcommittee on Oversig… https://t.co/TULkIwEIuq",FALSE,0,NA,2018-03-08 18:34:29,TRUE,NA,"971816441510092800",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","eyeonfda",0,FALSE,FALSE,NA,NA
"71","@US_FDA Commissioner Scott Gottlieb, MD testimony at hearing on Examining US Public Health Preparedness for and Res… https://t.co/SRfwWS4neO",FALSE,0,"US_FDA",2018-03-08 18:30:16,TRUE,NA,"971815380242051072","208120290","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NFIDvaccines",0,FALSE,FALSE,NA,NA
"72","RT @FDAMedia: Remarks  from @SGottliebFDA as prepared for oral testimony  before the U.S. House E &amp; C Oversight and Investigations Subcommi…",FALSE,0,NA,2018-03-08 18:02:33,FALSE,NA,"971808403264823298",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ninadevlin",3,TRUE,FALSE,NA,NA
"73","RT @FDAMedia: Remarks  from @SGottliebFDA as prepared for oral testimony  before the U.S. House E &amp; C Oversight and Investigations Subcommi…",FALSE,0,NA,2018-03-08 17:55:39,FALSE,NA,"971806666890104833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FDA_Track",3,TRUE,FALSE,NA,NA
"74","Remarks  from @SGottliebFDA as prepared for oral testimony  before the U.S. House E &amp; C Oversight and Investigation… https://t.co/vuXtWwLWrs",FALSE,0,NA,2018-03-08 17:54:17,TRUE,NA,"971806325654085633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FDAMedia",3,FALSE,FALSE,NA,NA
"75","Vaccitech is finding a new way to fight the flu. This year’s deadly flu made the quest for a universal flu shot mor… https://t.co/4B7FNetWMk",FALSE,0,NA,2018-03-08 17:32:42,TRUE,NA,"971800890553245696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meg_Hughes",0,FALSE,FALSE,NA,NA
"76","RT @barav: Public health officials however, will testify today @ House hearing that we are far from achieving a universal flu vaccine - htt…",FALSE,0,NA,2018-03-08 17:18:48,FALSE,NA,"971797394902798336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AHCJ_Pia",1,TRUE,FALSE,NA,NA
"77","Interim Estimates of 2017–18 Seasonal Influenza Vaccine Effectiveness https://t.co/EtXKVM0eye via @CDCgov",FALSE,0,NA,2018-03-08 17:12:30,FALSE,NA,"971795806952083456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jalncc",0,FALSE,FALSE,NA,NA
"78","Seasonal Influenza - https://t.co/45OISG8zKy
#washhands #elbowyoursneeze #flu 

 2017-2018 number of pediatric deat… https://t.co/SMDKSWkGxa",FALSE,0,NA,2018-03-08 16:36:09,TRUE,NA,"971786662203109376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gyptzy",0,FALSE,FALSE,NA,NA
"79","#NIH Fauci: The trick is how do you make a response selectively against the part of the virus that does not change… https://t.co/rZJcKxHFUu",FALSE,0,"DonnaYoungDC",2018-03-08 16:26:06,TRUE,"971783666782408704","971784129862914049","593813785","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"80","https://t.co/gEQnYnWVRZ{
2018/03/08

        A strain of influenza could develop into a killer pandemic, flu expert… https://t.co/UMskap9E8H",FALSE,0,NA,2018-03-08 16:25:34,TRUE,NA,"971783995796213760",NA,"<a href=""http://www.newsliveupdates.com"" rel=""nofollow"">News Live Updates</a>","NewsITN",0,FALSE,FALSE,NA,NA
