"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"420","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-05 15:16:07,FALSE,NA,"970679354345828352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Carrie91925225",23,TRUE,FALSE,NA,NA
"421","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-05 15:14:15,FALSE,NA,"970678884495699968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MRHDvdh",23,TRUE,FALSE,NA,NA
"422","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-05 15:08:34,FALSE,NA,"970677456481943552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","FoxandtheFlu",23,TRUE,FALSE,NA,NA
"423","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-05 15:05:07,FALSE,NA,"970676589057990657",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ShelbyHealth",23,TRUE,FALSE,NA,NA
"424","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-05 15:04:59,FALSE,NA,"970676555121905665",NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","GlobalPHObserv",23,TRUE,FALSE,NA,NA
"425","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-05 15:00:11,FALSE,NA,"970675345081892864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aging_Research",23,TRUE,FALSE,NA,NA
"426","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-05 14:58:19,FALSE,NA,"970674874954924032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JanetVanGilder",23,TRUE,FALSE,NA,NA
"427","RT @DrKhouryCDC: Learn how CDC is using genome sequencing to better characterize influenza virus. https://t.co/kzjbXHyfdC https://t.co/4AXR…",FALSE,0,NA,2018-03-05 14:54:12,FALSE,NA,"970673840346017797",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CDCFlu",23,TRUE,FALSE,NA,NA
"428","Doctors have recommended to get vaccinated against seasonal influenza, while those with respiratory symptoms should… https://t.co/dHqrkiW6Td",FALSE,0,NA,2018-03-05 13:50:01,TRUE,NA,"970657690283364352",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","asiatimesonline",0,FALSE,FALSE,NA,NA
"429","RT @UFExplore: A #UFResearch team has created the first air sampler that can consistently capture the influenza virus, making it up to 100…",FALSE,0,NA,2018-03-05 13:49:12,FALSE,NA,"970657481226706945",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UFMedicine",9,TRUE,FALSE,NA,NA
"430","RT @Eurosurveillanc: Interim 2017/18 influenza seasonal vaccine effectiveness: combined results from five European studies: https://t.co/tv…",FALSE,0,NA,2018-03-05 13:41:20,FALSE,NA,"970655502370856960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Epiconcept",18,TRUE,FALSE,NA,NA
"431","RT @NewsMedical: It comes around every winter, and spreads rapidly across the population, but do you know how the flu virus infects cells?…",FALSE,0,NA,2018-03-05 11:19:35,FALSE,NA,"970619828649234432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jackie_oloya",2,TRUE,FALSE,NA,NA
"432","RT @NewsMedical: It comes around every winter, and spreads rapidly across the population, but do you know how the flu virus infects cells?…",FALSE,0,NA,2018-03-05 11:17:53,FALSE,NA,"970619401056776192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrDiana7",2,TRUE,FALSE,NA,NA
"433","It comes around every winter, and spreads rapidly across the population, but do you know how the flu virus infects… https://t.co/K5O9pwRMI3",FALSE,0,NA,2018-03-05 11:00:06,TRUE,NA,"970614928645263361",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","NewsMedical",2,FALSE,FALSE,NA,NA
"434","#Wikipedia - 1918 #flu #pandemic : https://t.co/jqqqi8FSY4 …
The 1918 flu pandemic was , the first of the two pande… https://t.co/eN40G8L32P",FALSE,1,NA,2018-03-05 10:56:15,TRUE,NA,"970613957584146432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AurianneOr",0,FALSE,FALSE,NA,NA
"435","It comes around every winter, and spreads rapidly across the population, but do you know how the flu virus infects… https://t.co/m6zItf4Dgl",FALSE,1,NA,2018-03-05 10:30:40,TRUE,NA,"970607521147834368",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","NewsLifeScience",0,FALSE,FALSE,NA,NA
"436","RT @Lifestyle_Power: ������������ #Tamiflu is used to #treat #infection with the #influenza (flu) virus. It  contains the active ingredient oseltamiv…",FALSE,0,NA,2018-03-05 09:00:37,FALSE,NA,"970584860057329664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lifestyle_Power",1,TRUE,FALSE,NA,NA
"437","RT @Eurosurveillanc: Interim 2017/18 influenza seasonal vaccine effectiveness: combined results from five European studies: https://t.co/tv…",FALSE,0,NA,2018-03-05 08:29:56,FALSE,NA,"970577138683392000",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","WillWelfare",18,TRUE,FALSE,NA,NA
"438","Last weeks snowfall proves that you never know what's around the corner when it comes to the weather in #Ireland. S… https://t.co/7teJb4bmNV",FALSE,0,NA,2018-03-05 08:00:24,TRUE,NA,"970569702790651904",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TMBClinics",0,FALSE,FALSE,NA,NA
"439","RT @ricochetscience: To understand why the #flu season is so bad this year, you have to understand the structure of the #influenza virus ht…",FALSE,0,NA,2018-03-05 06:19:59,FALSE,NA,"970544432201322496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MWindelspecht",1,TRUE,FALSE,NA,NA
"440","RT @CAV_AEP: Eurosurveillance | Interim 2017/18 influenza seasonal vaccine effectiveness: combined results from five European studies https…",FALSE,0,NA,2018-03-05 06:17:52,FALSE,NA,"970543902511058944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mediamos2",5,TRUE,FALSE,NA,NA
"441","To understand why the #flu season is so bad this year, you have to understand the structure of the #influenza virus https://t.co/zVv5oijXSP",FALSE,2,NA,2018-03-05 06:17:30,FALSE,NA,"970543808638345216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ricochetscience",1,FALSE,FALSE,NA,NA
"442","RT @MackayIM: Influenza like illness (ILI) numbers in Australia from our last #flu season (winter, 2017) compared to 5-year average and to…",FALSE,0,NA,2018-03-05 01:46:30,FALSE,NA,"970475610647572480",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RosemaryFfrench",7,TRUE,FALSE,NA,NA
"443","Seasonal Influenza Vaccines Therapeutics Market Regulations and Competitive Landscape Outlook to 2026 https://t.co/841E9H3CYL",FALSE,0,NA,2018-03-05 01:45:13,FALSE,NA,"970475284905545729",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Siddharthjrs",0,FALSE,FALSE,NA,NA
"444","@JRHorsting @CyrusToulabi @RWPUSA @intelligencer That is micro-evolution.   You are mixing apples and oranges.   A… https://t.co/eJIJSzM26H",FALSE,0,"JRHorsting",2018-03-05 01:22:49,TRUE,"970411834464395264","970469649719746560","540287608","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JMaagnifico",0,FALSE,FALSE,NA,NA
"445","RT @GaDPH: We're in peak flu season. In addition to getting a flu vaccine, it's important to know the symptoms. If you're sick, you should…",FALSE,0,NA,2018-03-05 00:51:09,FALSE,NA,"970461679610974208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MalindaMichell1",20,TRUE,FALSE,NA,NA
"446","RT @BetterHealthGov: In preparation for #fluseason, and providing better info to protect all Victorians from #flu, we want to hear from you…",FALSE,0,NA,2018-03-05 00:39:25,FALSE,NA,"970458727777103872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GreaterGeelong",2,TRUE,FALSE,NA,NA
"447","RT @BetterHealthGov: In preparation for #fluseason, and providing better info to protect all Victorians from #flu, we want to hear from you…",FALSE,0,NA,2018-03-05 00:04:12,FALSE,NA,"970449862708756480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mummin8r",2,TRUE,FALSE,NA,NA
"448","Seasonal Influenza Vaccines Therapeutics Market Regulations and Competitive Landscape Outlook to 2026 https://t.co/841E9H3CYL",FALSE,0,NA,2018-03-05 00:00:09,FALSE,NA,"970448844118024192",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Siddharthjrs",0,FALSE,FALSE,NA,NA
"449","In preparation for #fluseason, and providing better info to protect all Victorians from #flu, we want to hear from… https://t.co/YgExu14RMG",FALSE,1,NA,2018-03-04 23:45:08,TRUE,NA,"970445068053164032",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","BetterHealthGov",2,FALSE,FALSE,NA,NA
"450","RT @vivacampaigns: Bird flu or avian influenza virus is becoming an increasing worry to scientists and public health bodies. Where did it c…",FALSE,0,NA,2018-03-04 23:34:12,FALSE,NA,"970442315243368448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","q_cowboy",7,TRUE,FALSE,NA,NA
"451","RT @GaDPH: We're in peak flu season. In addition to getting a flu vaccine, it's important to know the symptoms. If you're sick, you should…",FALSE,0,NA,2018-03-04 23:01:03,FALSE,NA,"970433970692345857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lseiders3",20,TRUE,FALSE,NA,NA
"452","RT @vivacampaigns: Bird flu or avian influenza virus is becoming an increasing worry to scientists and public health bodies. Where did it c…",FALSE,0,NA,2018-03-04 22:54:45,FALSE,NA,"970432388357545985",NA,"<a href=""http://www.mywebsite.com"" rel=""nofollow""> Ethereal Heart</a>","EHFoundation237",7,TRUE,FALSE,NA,NA
"453","RT @vivacampaigns: Bird flu or avian influenza virus is becoming an increasing worry to scientists and public health bodies. Where did it c…",FALSE,0,NA,2018-03-04 22:53:45,FALSE,NA,"970432135361384448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rachael57354278",7,TRUE,FALSE,NA,NA
"454","Seasonal Influenza Vaccines Therapeutics Market Regulations and Competitive Landscape Outlook to 2026 - The Financi… https://t.co/APbvA1IcOg",FALSE,0,NA,2018-03-04 20:55:04,TRUE,NA,"970402266057330693",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","online_dnyana",0,FALSE,FALSE,NA,NA
"455","RT @FluTrackers: Conjunction of factors triggering waves of seasonal influenza https://t.co/Wh0nkudpYe h/t tetano",FALSE,0,NA,2018-03-04 20:53:07,FALSE,NA,"970401776561160192",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","H7N9Influenza",1,TRUE,FALSE,NA,NA
"456","RT @RonanKelly13: USA: Overall #Influenza in decline, but Inf B is rising. Newly reported fatalities from (tot) South Dakota (29), New Mexi…",FALSE,0,NA,2018-03-04 20:47:04,FALSE,NA,"970400253009645570",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","H7N9Influenza",2,TRUE,FALSE,NA,NA
"457","Therefore, being infected with the avian influenza virus through the inhalation of droplets containing the virus th… https://t.co/Wy7MWGqoou",FALSE,0,NA,2018-03-04 20:14:42,TRUE,NA,"970392110510886914",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","FreedomsHope2",0,FALSE,FALSE,NA,NA
"458","RT @CAV_AEP: Eurosurveillance | Interim 2017/18 influenza seasonal vaccine effectiveness: combined results from five European studies https…",FALSE,0,NA,2018-03-04 19:29:51,FALSE,NA,"970380820522393602",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jdabanchpena",5,TRUE,FALSE,NA,NA
"459","RT @CAV_AEP: Eurosurveillance | Interim 2017/18 influenza seasonal vaccine effectiveness: combined results from five European studies https…",FALSE,0,NA,2018-03-04 19:28:51,FALSE,NA,"970380571078742017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ajconejof",5,TRUE,FALSE,NA,NA
"460","Myth : the flu vaccine can give me the flu
#flu #vaccines #time #work #health #home #bath #feeling #influenza… https://t.co/yhjZp43lTK",FALSE,0,NA,2018-03-04 19:16:02,TRUE,NA,"970377346954989568",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","EliteCare24ER",0,FALSE,FALSE,NA,NA
"461","Did you know that Influenza A, H3N2 is the most lethal seasonal strain? It’s linked to other severe illnesses that… https://t.co/IhbVspWpdp",FALSE,2,NA,2018-03-04 18:36:04,TRUE,NA,"970367285780209664",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","speaknowforkids",0,FALSE,FALSE,NA,NA
"462","RT @CAV_AEP: Eurosurveillance | Interim 2017/18 influenza seasonal vaccine effectiveness: combined results from five European studies https…",FALSE,0,NA,2018-03-04 18:28:49,FALSE,NA,"970365461367058435",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emeblabla",5,TRUE,FALSE,NA,NA
"463","RT @InfectDisNews: The committee effectively in charge of picking what virus strains will be in the US #flu vaccine just voted to adopt WHO…",FALSE,0,NA,2018-03-04 17:41:17,FALSE,NA,"970353500004773893",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CaraThurman",6,TRUE,FALSE,NA,NA
"464","RT @CAV_AEP: Eurosurveillance | Interim 2017/18 influenza seasonal vaccine effectiveness: combined results from five European studies https…",FALSE,0,NA,2018-03-04 16:55:05,FALSE,NA,"970341875013029889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexis_garcia27",5,TRUE,FALSE,NA,NA
"465","Eurosurveillance | Interim 2017/18 influenza seasonal vaccine effectiveness: combined results from five European st… https://t.co/NQXJLg9Mjt",FALSE,5,NA,2018-03-04 16:53:39,TRUE,NA,"970341514818842625",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CAV_AEP",5,FALSE,FALSE,NA,NA
"466","RT @nycHealthy: The #flu vaccine remains the best way to protect against the influenza virus. For a limited time, @Walgreens is offering FR…",FALSE,0,NA,2018-03-04 15:13:49,FALSE,NA,"970316390740713478",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","newyorkheadline",3,TRUE,FALSE,NA,NA
"467","RT @nycHealthy: The #flu vaccine remains the best way to protect against the influenza virus. For a limited time, @Walgreens is offering FR…",FALSE,0,NA,2018-03-04 15:11:58,FALSE,NA,"970315922413051905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vanessaferrel",3,TRUE,FALSE,NA,NA
"468","The #flu vaccine remains the best way to protect against the influenza virus. For a limited time, @Walgreens is off… https://t.co/rasV0zTvLA",FALSE,0,NA,2018-03-04 15:01:02,TRUE,NA,"970313171142610944",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","nycHealthy",3,FALSE,FALSE,NA,NA
"469","Conjunction of factors triggering waves of seasonal influenza https://t.co/Wh0nkudpYe h/t tetano",FALSE,0,NA,2018-03-04 14:39:00,FALSE,NA,"970307628046913536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FluTrackers",1,FALSE,FALSE,NA,NA
"470","RT @ShihTzu_tricks: DYK that there is also a #flu for dogs? its called #canine influenza and it is spread the same way as any virus. My dad…",FALSE,0,NA,2018-03-04 13:46:51,FALSE,NA,"970294502018621440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MoonRockQueen",4,TRUE,FALSE,NA,NA
"471","RT @glacialridge: For people with heart failure, getting a seasonal influenza (flu) vaccine was associated with a 50% drop in the risk of d…",FALSE,0,NA,2018-03-04 13:17:26,FALSE,NA,"970287102524092416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CanadianClinic",1,TRUE,FALSE,NA,NA
"472","RT @RonanKelly13: USA: All the latest State level #Influenza reports in one post. Some states showing significant increases in Inf B. https…",FALSE,0,NA,2018-03-04 12:24:15,FALSE,NA,"970273716172218368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FluTrackers",1,TRUE,FALSE,NA,NA
"473","USA: All the latest State level #Influenza reports in one post. Some states showing significant increases in Inf B. https://t.co/rXINsud58V",FALSE,0,NA,2018-03-04 12:23:53,FALSE,NA,"970273622525923328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonanKelly13",1,FALSE,FALSE,NA,NA
"474","RT @RonanKelly13: USA: Overall #Influenza in decline, but Inf B is rising. Newly reported fatalities from (tot) South Dakota (29), New Mexi…",FALSE,0,NA,2018-03-04 12:23:40,FALSE,NA,"970273568654286848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FluTrackers",2,TRUE,FALSE,NA,NA
"475","USA: Overall #Influenza in decline, but Inf B is rising. Newly reported fatalities from (tot) South Dakota (29), Ne… https://t.co/NAKHwNX17t",FALSE,0,NA,2018-03-04 12:22:13,TRUE,NA,"970273203343056896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonanKelly13",2,FALSE,FALSE,NA,NA
"476","Protecting Against Influenza (Flu): Advice for Caregivers of Young Children | Seasonal Influenza (Flu) - https://t.co/Bk2CLDHSEB\",FALSE,0,NA,2018-03-04 11:25:23,FALSE,NA,"970258901726908419",NA,"<a href=""http://www.medicalnewser.com"" rel=""nofollow"">Medicalnewser.com</a>","medicalnewser",0,FALSE,FALSE,NA,NA
"477","This week of snowfall proves that you never know what's around the corner when it comes to the weather in #Ireland.… https://t.co/gX1YK3X1nl",FALSE,0,NA,2018-03-04 10:40:37,TRUE,NA,"970247634798641152",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TMBClinics",0,FALSE,FALSE,NA,NA
"478","Seasonal Influenza Forecasting in Real Time Using the Incidence Decay With Exponential Adjustment Model. | https://t.co/NPyth7tjCU",FALSE,0,NA,2018-03-04 09:48:13,FALSE,NA,"970234449634971648",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","H7N9Influenza",0,FALSE,FALSE,NA,NA
"479","RT @RonanKelly13: Comparison of confirmed CDC #Influenza fatalities Weeks 40-6 with corresponding period from previous years (note figures…",FALSE,0,NA,2018-03-04 06:14:40,FALSE,NA,"970180709733273600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arunviro",3,TRUE,FALSE,NA,NA
"480","Weekly U.S. Influenza Surveillance Report | Seasonal Influenza (Flu) | CDC https://t.co/UJbkemSgIk via @CDCgov",FALSE,0,NA,2018-03-04 04:53:19,FALSE,NA,"970160234554646528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SergylB",0,FALSE,FALSE,NA,NA
"481","RT @Microbedoc2: @boglethemind @janem1276 @BlueLionBlog @carlsmythe @skepticalraptor @ProAntiVaxxer @doritmi @Melissa62263619 @jkellyca @In…",FALSE,0,NA,2018-03-04 03:47:43,FALSE,NA,"970143725056811009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doritmi",1,TRUE,FALSE,NA,NA
"482","@boglethemind @janem1276 @BlueLionBlog @carlsmythe @skepticalraptor @ProAntiVaxxer @doritmi @Melissa62263619… https://t.co/0TAVyFVWby",FALSE,3,"boglethemind",2018-03-04 03:39:47,TRUE,"970138466452307969","970141729600016389","4611508512","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Microbedoc2",1,FALSE,FALSE,NA,NA
"483","RT @UFExplore: A #UFResearch team has created the first air sampler that can consistently capture the influenza virus, making it up to 100…",FALSE,0,NA,2018-03-04 03:37:04,FALSE,NA,"970141045064429568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Monicalynn850",9,TRUE,FALSE,NA,NA
"484","I think more people need to be aware of the fact that hand sanitizers don’t kill viruses and influenza (the flu) is a virus.",FALSE,1,NA,2018-03-04 02:56:16,FALSE,NA,"970130777412374528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MelissxM",0,FALSE,FALSE,NA,NA
"485","For people with heart failure, getting a seasonal influenza (flu) vaccine was associated with a 50% drop in the ris… https://t.co/skAYYrjUCt",FALSE,2,NA,2018-03-03 23:09:05,TRUE,NA,"970073607245266945",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","glacialridge",1,FALSE,FALSE,NA,NA
"486","This year’s deadly #flu season has given drugmakers a sense of urgency in the war on the ever-mutating #influenza… https://t.co/lbntviOONL",FALSE,1,NA,2018-03-03 23:08:19,TRUE,NA,"970073413074214912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GradSchoolSinai",0,FALSE,FALSE,NA,NA
"487","RT @WKOW: GOOD NEWS/BAD NEWS ABOUT THE FLU A local expert says one strain of the flu virus has reached its peak in Wisconsin but others are…",FALSE,0,NA,2018-03-03 22:59:30,FALSE,NA,"970071195772178432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HotRod515",1,TRUE,FALSE,NA,NA
"488","Oh crap.

I got the flu for the weekend. Sneezing in bed, coughing and decided to read a review on flu evolution an… https://t.co/NYRV2BhFbs",FALSE,0,NA,2018-03-03 22:15:01,TRUE,NA,"970060000650579970",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rauhallinen",0,FALSE,FALSE,NA,NA
"489","RT @MackayIM: Influenza like illness (ILI) numbers in Australia from our last #flu season (winter, 2017) compared to 5-year average and to…",FALSE,0,NA,2018-03-03 21:52:17,FALSE,NA,"970054279905140737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Flu_Killer",7,TRUE,FALSE,NA,NA
"490","USA: #Influenza season in decline, but newly reported fatalities from (tot) Georgia (118), Iowa (185), Washington (… https://t.co/WBaYH6ntf5",FALSE,0,NA,2018-03-03 21:47:52,TRUE,NA,"970053165512118274",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonanKelly13",0,FALSE,FALSE,NA,NA
"491","RT @RonanKelly13: Comparison of confirmed CDC #Influenza fatalities Weeks 40-6 with corresponding period from previous years (note figures…",FALSE,0,NA,2018-03-03 20:25:54,FALSE,NA,"970032539866984448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DelaCruzYaleMed",3,TRUE,FALSE,NA,NA
"492","RT @WURbvr: We identified the #BirdFlu #AvianInfluenza on a poultry farm in Oldekerk #NL as the highly pathogenic #H5N6 virus. https://t.co…",FALSE,0,NA,2018-03-03 20:05:55,FALSE,NA,"970027512267976704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ncohnl",6,TRUE,FALSE,NA,NA
"493","RT @MackayIM: Influenza like illness (ILI) numbers in Australia from our last #flu season (winter, 2017) compared to 5-year average and to…",FALSE,0,NA,2018-03-03 20:03:35,FALSE,NA,"970026923828088833",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MGordonJoyce",7,TRUE,FALSE,NA,NA
"494","Check out this blog by https://t.co/GmiylFccvN Blog https://t.co/X1EavMu7lS",FALSE,0,NA,2018-03-03 20:00:34,FALSE,NA,"970026164503957504",NA,"<a href=""https://www.meetsoci.com"" rel=""nofollow"">SOCi - Simplifying Social Media</a>","DrQPediatrics",0,FALSE,FALSE,NA,NA
"495","RT @UFExplore: A #UFResearch team has created the first air sampler that can consistently capture the influenza virus, making it up to 100…",FALSE,0,NA,2018-03-03 19:48:25,FALSE,NA,"970023107661623296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dotcalm_",9,TRUE,FALSE,NA,NA
"496","GOOD NEWS/BAD NEWS ABOUT THE FLU A local expert says one strain of the flu virus has reached its peak in Wisconsin… https://t.co/MdjV0dCCDS",FALSE,1,NA,2018-03-03 18:47:38,TRUE,NA,"970007808568635392",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","WKOW",1,FALSE,FALSE,NA,NA
"497","RT @nwademgaz: ""The worst of the flu season is over, but increasing numbers of people are being infected with a secondary strain of the res…",FALSE,0,NA,2018-03-03 18:06:59,FALSE,NA,"969997579030351872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smpurtle",1,TRUE,FALSE,NA,NA
"498","RT @UFExplore: A #UFResearch team has created the first air sampler that can consistently capture the influenza virus, making it up to 100…",FALSE,0,NA,2018-03-03 16:52:02,FALSE,NA,"969978719711498245",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AllThingsUF",9,TRUE,FALSE,NA,NA
"499","RT @MackayIM: Influenza like illness (ILI) numbers in Australia from our last #flu season (winter, 2017) compared to 5-year average and to…",FALSE,0,NA,2018-03-03 16:37:52,FALSE,NA,"969975153797902336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sandoly",7,TRUE,FALSE,NA,NA
"500","""The worst of the flu season is over, but increasing numbers of people are being infected with a secondary strain o… https://t.co/OvJI6pY73t",FALSE,0,NA,2018-03-03 16:30:19,TRUE,NA,"969973252805324800",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","nwademgaz",1,FALSE,FALSE,NA,NA
"501","RT @RonanKelly13: Comparison of confirmed CDC #Influenza fatalities Weeks 40-6 with corresponding period from previous years (note figures…",FALSE,0,NA,2018-03-03 16:12:57,FALSE,NA,"969968883854659584",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","H7N9Influenza",3,TRUE,FALSE,NA,NA
